category	sample	sum_abund	groups
Fluoroquinolone	MH0185	4.96724311449e-10	Ab (determinants)
Oxazolidinone	MH0185	0	Ab (determinants)
Acridine dye	MH0185	0	Ab (determinants)
Macrolide	MH0185	4.18089721512e-09	Ab (determinants)
Phenicol	MH0185	1.50293886248e-09	Ab (determinants)
Elfamycin	MH0185	0	Ab (determinants)
Beta-lactam	MH0185	1.07452754149e-07	Ab (determinants)
Peptide	MH0185	0	Ab (determinants)
Coumarin	MH0185	1.8219114958e-09	Ab (mutations)
Rifampin	MH0185	4.08293250306e-09	Ab (mutations)
Sulfonamides	MH0185	2.19997639294e-10	Ab (mutations)
Fluoroquinolones	MH0185	3.21849245562e-08	Ab (mutations)
Metals	MH0174	5.88951117318e-07	Metals
Biocides	MH0174	1.74612191453e-07	Biocides
Metals	O2.UC43-0	5.83106579142e-07	Metals
Biocides	O2.UC43-0	8.82260306051e-08	Biocides
Metals	O2.UC1-2	8.05784025561e-07	Metals
Biocides	O2.UC1-2	2.05236409702e-07	Biocides
Metals	O2.UC50-2	8.13850096695e-07	Metals
Biocides	O2.UC50-2	2.65890607119e-07	Biocides
Aminoglycoside	O2.UC48-2	2.94542994432e-08	Ab (determinants)
Tetracycline derivative	O2.UC48-2	2.35115717364e-07	Ab (determinants)
Nucleoside	O2.UC48-2	7.21454397553e-09	Ab (determinants)
Pleuromutilin	O2.UC48-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC48-2	6.02179605282e-09	Ab (determinants)
Glycopeptide	O2.UC48-2	3.71216912483e-10	Ab (determinants)
Lincosamide	O2.UC48-2	1.15819090311e-07	Ab (determinants)
Streptogramin	O2.UC48-2	1.14168045421e-07	Ab (determinants)
Sulfonamide	O2.UC48-2	2.86657858043e-09	Ab (determinants)
Aminonucleoside	O2.UC48-2	0	Ab (determinants)
Aminocoumarin	O2.UC48-2	6.05204105168e-10	Ab (determinants)
Mixture	O2.UC48-2	1.0767813796e-09	Ab (determinants)
Miscellaneous	O2.UC48-2	0	Ab (determinants)
Rifamycin	O2.UC48-2	1.85908385329e-10	Ab (determinants)
Lipopeptide	O2.UC48-2	8.01914531526e-10	Ab (determinants)
Fluoroquinolone	O2.UC48-2	1.32038599907e-09	Ab (determinants)
Oxazolidinone	O2.UC48-2	0	Ab (determinants)
Acridine dye	O2.UC48-2	0	Ab (determinants)
Macrolide	O2.UC48-2	1.24939943005e-07	Ab (determinants)
Phenicol	O2.UC48-2	4.9648556035e-09	Ab (determinants)
Elfamycin	O2.UC48-2	0	Ab (determinants)
Beta-lactam	O2.UC48-2	1.79689488425e-08	Ab (determinants)
Peptide	O2.UC48-2	2.520944812e-10	Ab (determinants)
Coumarin	O2.UC48-2	7.15417771299e-09	Ab (mutations)
Rifampin	O2.UC48-2	6.6352060858e-09	Ab (mutations)
Sulfonamides	O2.UC48-2	8.50685140289e-09	Ab (mutations)
Fluoroquinolones	O2.UC48-2	5.64653467237e-08	Ab (mutations)
Aminoglycoside	MH0010	6.87286164665e-09	Ab (determinants)
Tetracycline derivative	MH0010	2.17060896232e-07	Ab (determinants)
Nucleoside	MH0010	1.18551522341e-09	Ab (determinants)
Pleuromutilin	MH0010	0	Ab (determinants)
Diaminopyrimidine	MH0010	2.66311897412e-09	Ab (determinants)
Glycopeptide	MH0010	1.46165556458e-10	Ab (determinants)
Lincosamide	MH0010	9.63986744353e-08	Ab (determinants)
Streptogramin	MH0010	1.37990529861e-07	Ab (determinants)
Sulfonamide	MH0010	1.5238124459e-09	Ab (determinants)
Aminonucleoside	MH0010	0	Ab (determinants)
Aminocoumarin	MH0010	1.13654609121e-10	Ab (determinants)
Mixture	MH0010	5.30388337588e-10	Ab (determinants)
Miscellaneous	MH0010	0	Ab (determinants)
Rifamycin	MH0010	0	Ab (determinants)
Lipopeptide	MH0010	1.18641870544e-10	Ab (determinants)
Fluoroquinolone	MH0010	1.72782679547e-10	Ab (determinants)
Oxazolidinone	MH0010	0	Ab (determinants)
Acridine dye	MH0010	8.34578170861e-12	Ab (determinants)
Macrolide	MH0010	1.72231033839e-07	Ab (determinants)
Phenicol	MH0010	5.62131745142e-10	Ab (determinants)
Elfamycin	MH0010	0	Ab (determinants)
Beta-lactam	MH0010	6.81204523926e-08	Ab (determinants)
Peptide	MH0010	0	Ab (determinants)
Coumarin	MH0010	1.0008870525e-09	Ab (mutations)
Rifampin	MH0010	6.43065452009e-09	Ab (mutations)
Sulfonamides	MH0010	9.75748963204e-10	Ab (mutations)
Fluoroquinolones	MH0010	4.57204030171e-08	Ab (mutations)
Metals	V1.UC47-0	9.73903535894e-07	Metals
Biocides	V1.UC47-0	2.27262978868e-07	Biocides
Aminoglycoside	O2.UC1-2	2.11165829326e-08	Ab (determinants)
Tetracycline derivative	O2.UC1-2	1.90009751436e-07	Ab (determinants)
Nucleoside	O2.UC1-2	6.63712085091e-09	Ab (determinants)
Pleuromutilin	O2.UC1-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC1-2	8.63038930007e-09	Ab (determinants)
Glycopeptide	O2.UC1-2	4.35627267747e-10	Ab (determinants)
Lincosamide	O2.UC1-2	8.74765952147e-08	Ab (determinants)
Streptogramin	O2.UC1-2	8.25376321268e-08	Ab (determinants)
Sulfonamide	O2.UC1-2	5.36842300926e-10	Ab (determinants)
Aminonucleoside	O2.UC1-2	0	Ab (determinants)
Aminocoumarin	O2.UC1-2	4.17738458671e-10	Ab (determinants)
Mixture	O2.UC1-2	6.72748753541e-10	Ab (determinants)
Miscellaneous	O2.UC1-2	0	Ab (determinants)
Rifamycin	O2.UC1-2	1.49066355413e-10	Ab (determinants)
Lipopeptide	O2.UC1-2	5.05312604871e-10	Ab (determinants)
Fluoroquinolone	O2.UC1-2	1.05855009013e-09	Ab (determinants)
Oxazolidinone	O2.UC1-2	0	Ab (determinants)
Acridine dye	O2.UC1-2	0	Ab (determinants)
Macrolide	O2.UC1-2	8.49262308607e-08	Ab (determinants)
Phenicol	O2.UC1-2	3.23740897118e-08	Ab (determinants)
Elfamycin	O2.UC1-2	0	Ab (determinants)
Beta-lactam	O2.UC1-2	7.28817464806e-08	Ab (determinants)
Peptide	O2.UC1-2	1.54611900927e-10	Ab (determinants)
Coumarin	O2.UC1-2	5.62976405237e-09	Ab (mutations)
Rifampin	O2.UC1-2	4.15575568242e-09	Ab (mutations)
Sulfonamides	O2.UC1-2	4.64401467356e-10	Ab (mutations)
Fluoroquinolones	O2.UC1-2	2.59789371587e-08	Ab (mutations)
Aminoglycoside	MH0147	1.94081231117e-09	Ab (determinants)
Tetracycline derivative	MH0147	6.9346547886e-08	Ab (determinants)
Nucleoside	MH0147	3.3550828691e-10	Ab (determinants)
Pleuromutilin	MH0147	0	Ab (determinants)
Diaminopyrimidine	MH0147	2.50009604217e-10	Ab (determinants)
Glycopeptide	MH0147	6.48975399921e-10	Ab (determinants)
Lincosamide	MH0147	4.18252353282e-09	Ab (determinants)
Streptogramin	MH0147	3.86622544983e-09	Ab (determinants)
Sulfonamide	MH0147	3.61514772234e-11	Ab (determinants)
Aminonucleoside	MH0147	0	Ab (determinants)
Aminocoumarin	MH0147	5.05589523748e-10	Ab (determinants)
Mixture	MH0147	1.17622738917e-09	Ab (determinants)
Miscellaneous	MH0147	0	Ab (determinants)
Rifamycin	MH0147	1.55502126144e-10	Ab (determinants)
Lipopeptide	MH0147	1.27405135463e-09	Ab (determinants)
Fluoroquinolone	MH0147	1.56640986004e-09	Ab (determinants)
Oxazolidinone	MH0147	0	Ab (determinants)
Acridine dye	MH0147	0	Ab (determinants)
Macrolide	MH0147	4.95731195314e-09	Ab (determinants)
Phenicol	MH0147	2.43634198463e-09	Ab (determinants)
Elfamycin	MH0147	0	Ab (determinants)
Beta-lactam	MH0147	2.27907777832e-08	Ab (determinants)
Peptide	MH0147	1.61287094293e-10	Ab (determinants)
Coumarin	MH0147	2.32415361169e-09	Ab (mutations)
Rifampin	MH0147	3.93396554107e-09	Ab (mutations)
Sulfonamides	MH0147	1.24789539916e-10	Ab (mutations)
Fluoroquinolones	MH0147	3.7900207597e-08	Ab (mutations)
Metals	MH0018	0.0	Metals
Biocides	MH0018	0.0	Biocides
Metals	O2.UC2-2	1.01100992508e-06	Metals
Biocides	O2.UC2-2	3.42476695327e-07	Biocides
Metals	V1.UC45-0	7.12937298121e-07	Metals
Biocides	V1.UC45-0	1.60716709846e-07	Biocides
Aminoglycoside	MH0089	9.53818966172e-10	Ab (determinants)
Tetracycline derivative	MH0089	8.79095066314e-08	Ab (determinants)
Nucleoside	MH0089	4.00538499339e-10	Ab (determinants)
Pleuromutilin	MH0089	0	Ab (determinants)
Diaminopyrimidine	MH0089	1.3290408053e-10	Ab (determinants)
Glycopeptide	MH0089	5.25249147763e-11	Ab (determinants)
Lincosamide	MH0089	2.10839974851e-08	Ab (determinants)
Streptogramin	MH0089	2.01669396415e-08	Ab (determinants)
Sulfonamide	MH0089	0	Ab (determinants)
Aminonucleoside	MH0089	0	Ab (determinants)
Aminocoumarin	MH0089	5.14723679583e-10	Ab (determinants)
Mixture	MH0089	5.43031505468e-10	Ab (determinants)
Miscellaneous	MH0089	0	Ab (determinants)
Rifamycin	MH0089	1.64404241515e-10	Ab (determinants)
Lipopeptide	MH0089	7.0071289048e-10	Ab (determinants)
Fluoroquinolone	MH0089	1.07833918941e-09	Ab (determinants)
Oxazolidinone	MH0089	0	Ab (determinants)
Acridine dye	MH0089	1.18141188364e-11	Ab (determinants)
Macrolide	MH0089	2.11485420437e-08	Ab (determinants)
Phenicol	MH0089	4.55918568207e-10	Ab (determinants)
Elfamycin	MH0089	0	Ab (determinants)
Beta-lactam	MH0089	4.05147227871e-08	Ab (determinants)
Peptide	MH0089	1.54440118012e-10	Ab (determinants)
Coumarin	MH0089	1.86154226151e-09	Ab (mutations)
Rifampin	MH0089	3.28683921402e-09	Ab (mutations)
Sulfonamides	MH0089	5.42272073138e-09	Ab (mutations)
Fluoroquinolones	MH0089	2.93708471865e-08	Ab (mutations)
Aminoglycoside	V1.CD12-0	3.83323780288e-08	Ab (determinants)
Tetracycline derivative	V1.CD12-0	2.89558754998e-07	Ab (determinants)
Nucleoside	V1.CD12-0	1.6723761037e-08	Ab (determinants)
Pleuromutilin	V1.CD12-0	0	Ab (determinants)
Diaminopyrimidine	V1.CD12-0	2.01539687636e-09	Ab (determinants)
Glycopeptide	V1.CD12-0	1.21324935976e-09	Ab (determinants)
Lincosamide	V1.CD12-0	1.37628381835e-07	Ab (determinants)
Streptogramin	V1.CD12-0	1.46665991824e-07	Ab (determinants)
Sulfonamide	V1.CD12-0	5.80364876859e-10	Ab (determinants)
Aminonucleoside	V1.CD12-0	0	Ab (determinants)
Aminocoumarin	V1.CD12-0	2.69838180942e-09	Ab (determinants)
Mixture	V1.CD12-0	8.05983451385e-09	Ab (determinants)
Miscellaneous	V1.CD12-0	0	Ab (determinants)
Rifamycin	V1.CD12-0	1.1403353656e-09	Ab (determinants)
Lipopeptide	V1.CD12-0	7.06934373912e-09	Ab (determinants)
Fluoroquinolone	V1.CD12-0	8.63898322973e-09	Ab (determinants)
Oxazolidinone	V1.CD12-0	0	Ab (determinants)
Acridine dye	V1.CD12-0	9.1238643113e-12	Ab (determinants)
Macrolide	V1.CD12-0	1.66210615773e-07	Ab (determinants)
Phenicol	V1.CD12-0	1.43033919109e-07	Ab (determinants)
Elfamycin	V1.CD12-0	0	Ab (determinants)
Beta-lactam	V1.CD12-0	2.42339432128e-07	Ab (determinants)
Peptide	V1.CD12-0	9.15036010195e-10	Ab (determinants)
Coumarin	V1.CD12-0	2.25571033583e-09	Ab (mutations)
Rifampin	V1.CD12-0	6.75326320224e-09	Ab (mutations)
Sulfonamides	V1.CD12-0	5.26090639982e-10	Ab (mutations)
Fluoroquinolones	V1.CD12-0	4.83343677255e-08	Ab (mutations)
Aminoglycoside	V1.UC54-0	2.39991165958e-08	Ab (determinants)
Tetracycline derivative	V1.UC54-0	2.13550982322e-07	Ab (determinants)
Nucleoside	V1.UC54-0	2.54895984932e-09	Ab (determinants)
Pleuromutilin	V1.UC54-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC54-0	1.28062930898e-08	Ab (determinants)
Glycopeptide	V1.UC54-0	5.35466283557e-10	Ab (determinants)
Lincosamide	V1.UC54-0	6.83677675e-08	Ab (determinants)
Streptogramin	V1.UC54-0	6.79969663092e-08	Ab (determinants)
Sulfonamide	V1.UC54-0	2.34559904611e-09	Ab (determinants)
Aminonucleoside	V1.UC54-0	0	Ab (determinants)
Aminocoumarin	V1.UC54-0	5.88683866117e-11	Ab (determinants)
Mixture	V1.UC54-0	9.02862019134e-10	Ab (determinants)
Miscellaneous	V1.UC54-0	0	Ab (determinants)
Rifamycin	V1.UC54-0	2.84473651756e-11	Ab (determinants)
Lipopeptide	V1.UC54-0	1.14351528196e-10	Ab (determinants)
Fluoroquinolone	V1.UC54-0	2.39775893333e-10	Ab (determinants)
Oxazolidinone	V1.UC54-0	0	Ab (determinants)
Acridine dye	V1.UC54-0	0	Ab (determinants)
Macrolide	V1.UC54-0	7.33448769382e-08	Ab (determinants)
Phenicol	V1.UC54-0	1.34082461472e-08	Ab (determinants)
Elfamycin	V1.UC54-0	0	Ab (determinants)
Beta-lactam	V1.UC54-0	5.59197758515e-08	Ab (determinants)
Peptide	V1.UC54-0	4.1601312813e-11	Ab (determinants)
Coumarin	V1.UC54-0	6.50824004131e-09	Ab (mutations)
Rifampin	V1.UC54-0	4.1239973282e-09	Ab (mutations)
Sulfonamides	V1.UC54-0	3.96381409574e-09	Ab (mutations)
Fluoroquinolones	V1.UC54-0	3.29035937747e-08	Ab (mutations)
Aminoglycoside	MH0087	8.36444842823e-09	Ab (determinants)
Tetracycline derivative	MH0087	2.69685489667e-07	Ab (determinants)
Nucleoside	MH0087	3.64185005983e-09	Ab (determinants)
Pleuromutilin	MH0087	0	Ab (determinants)
Diaminopyrimidine	MH0087	8.72701396826e-10	Ab (determinants)
Glycopeptide	MH0087	1.40296897604e-10	Ab (determinants)
Lincosamide	MH0087	1.14576826072e-07	Ab (determinants)
Streptogramin	MH0087	1.16281446285e-07	Ab (determinants)
Sulfonamide	MH0087	0	Ab (determinants)
Aminonucleoside	MH0087	0	Ab (determinants)
Aminocoumarin	MH0087	1.82437168568e-09	Ab (determinants)
Mixture	MH0087	2.60354489507e-09	Ab (determinants)
Miscellaneous	MH0087	0	Ab (determinants)
Rifamycin	MH0087	4.99102332868e-10	Ab (determinants)
Lipopeptide	MH0087	3.13094317785e-09	Ab (determinants)
Fluoroquinolone	MH0087	3.63921696151e-09	Ab (determinants)
Oxazolidinone	MH0087	0	Ab (determinants)
Acridine dye	MH0087	5.38610721979e-12	Ab (determinants)
Macrolide	MH0087	1.21445094166e-07	Ab (determinants)
Phenicol	MH0087	3.88160311588e-09	Ab (determinants)
Elfamycin	MH0087	0	Ab (determinants)
Beta-lactam	MH0087	4.01903214686e-08	Ab (determinants)
Peptide	MH0087	5.46182685592e-10	Ab (determinants)
Coumarin	MH0087	1.15933124334e-09	Ab (mutations)
Rifampin	MH0087	6.49665288404e-09	Ab (mutations)
Sulfonamides	MH0087	1.02188256809e-08	Ab (mutations)
Fluoroquinolones	MH0087	4.50934909738e-08	Ab (mutations)
Metals	MH0129	4.14419134109e-07	Metals
Biocides	MH0129	1.28695476248e-07	Biocides
Metals	MH0140	8.860515992e-07	Metals
Biocides	MH0140	3.89979130355e-07	Biocides
Aminoglycoside	V1.CD28-0	2.36628976296e-08	Ab (determinants)
Tetracycline derivative	V1.CD28-0	2.38010554089e-07	Ab (determinants)
Nucleoside	V1.CD28-0	1.1135671687e-08	Ab (determinants)
Pleuromutilin	V1.CD28-0	0	Ab (determinants)
Diaminopyrimidine	V1.CD28-0	3.71821923069e-09	Ab (determinants)
Glycopeptide	V1.CD28-0	1.58231641902e-10	Ab (determinants)
Lincosamide	V1.CD28-0	1.67101472733e-07	Ab (determinants)
Streptogramin	V1.CD28-0	2.48526172841e-07	Ab (determinants)
Sulfonamide	V1.CD28-0	1.72434755564e-10	Ab (determinants)
Aminonucleoside	V1.CD28-0	0	Ab (determinants)
Aminocoumarin	V1.CD28-0	0	Ab (determinants)
Mixture	V1.CD28-0	2.30125197873e-10	Ab (determinants)
Miscellaneous	V1.CD28-0	0	Ab (determinants)
Rifamycin	V1.CD28-0	0	Ab (determinants)
Lipopeptide	V1.CD28-0	0	Ab (determinants)
Fluoroquinolone	V1.CD28-0	0	Ab (determinants)
Oxazolidinone	V1.CD28-0	0	Ab (determinants)
Acridine dye	V1.CD28-0	0	Ab (determinants)
Macrolide	V1.CD28-0	4.00594594999e-07	Ab (determinants)
Phenicol	V1.CD28-0	3.34282615863e-09	Ab (determinants)
Elfamycin	V1.CD28-0	0	Ab (determinants)
Beta-lactam	V1.CD28-0	1.60498793532e-07	Ab (determinants)
Peptide	V1.CD28-0	3.11232067372e-11	Ab (determinants)
Coumarin	V1.CD28-0	1.22382773344e-09	Ab (mutations)
Rifampin	V1.CD28-0	5.74992471402e-09	Ab (mutations)
Sulfonamides	V1.CD28-0	1.98134853415e-09	Ab (mutations)
Fluoroquinolones	V1.CD28-0	5.69431350678e-08	Ab (mutations)
Aminoglycoside	V1.UC1-0	3.52596175057e-08	Ab (determinants)
Tetracycline derivative	V1.UC1-0	2.25092073978e-07	Ab (determinants)
Nucleoside	V1.UC1-0	3.28339368217e-09	Ab (determinants)
Pleuromutilin	V1.UC1-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC1-0	3.85236356923e-09	Ab (determinants)
Glycopeptide	V1.UC1-0	2.31456616424e-10	Ab (determinants)
Lincosamide	V1.UC1-0	1.7019349475e-07	Ab (determinants)
Streptogramin	V1.UC1-0	1.61754443188e-07	Ab (determinants)
Sulfonamide	V1.UC1-0	9.22563209216e-09	Ab (determinants)
Aminonucleoside	V1.UC1-0	0	Ab (determinants)
Aminocoumarin	V1.UC1-0	8.52195700582e-10	Ab (determinants)
Mixture	V1.UC1-0	4.02775637143e-09	Ab (determinants)
Miscellaneous	V1.UC1-0	0	Ab (determinants)
Rifamycin	V1.UC1-0	3.79590447107e-10	Ab (determinants)
Lipopeptide	V1.UC1-0	1.3748478567e-09	Ab (determinants)
Fluoroquinolone	V1.UC1-0	1.87056325938e-09	Ab (determinants)
Oxazolidinone	V1.UC1-0	0	Ab (determinants)
Acridine dye	V1.UC1-0	0	Ab (determinants)
Macrolide	V1.UC1-0	1.68464846446e-07	Ab (determinants)
Phenicol	V1.UC1-0	2.20031202409e-09	Ab (determinants)
Elfamycin	V1.UC1-0	0	Ab (determinants)
Beta-lactam	V1.UC1-0	6.00584954108e-08	Ab (determinants)
Peptide	V1.UC1-0	2.23116110356e-10	Ab (determinants)
Coumarin	V1.UC1-0	2.01384162467e-09	Ab (mutations)
Rifampin	V1.UC1-0	4.2718837814e-09	Ab (mutations)
Sulfonamides	V1.UC1-0	5.39516671045e-09	Ab (mutations)
Fluoroquinolones	V1.UC1-0	3.52932457386e-08	Ab (mutations)
Aminoglycoside	O2.UC57-2	1.51897108388e-08	Ab (determinants)
Tetracycline derivative	O2.UC57-2	1.80302943248e-07	Ab (determinants)
Nucleoside	O2.UC57-2	4.19024037473e-09	Ab (determinants)
Pleuromutilin	O2.UC57-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC57-2	2.40748124142e-09	Ab (determinants)
Glycopeptide	O2.UC57-2	1.14550954484e-10	Ab (determinants)
Lincosamide	O2.UC57-2	5.14677766422e-08	Ab (determinants)
Streptogramin	O2.UC57-2	4.39565705416e-08	Ab (determinants)
Sulfonamide	O2.UC57-2	1.91752405638e-10	Ab (determinants)
Aminonucleoside	O2.UC57-2	0	Ab (determinants)
Aminocoumarin	O2.UC57-2	1.49312052807e-09	Ab (determinants)
Mixture	O2.UC57-2	2.61128379258e-09	Ab (determinants)
Miscellaneous	O2.UC57-2	0	Ab (determinants)
Rifamycin	O2.UC57-2	5.53229389827e-10	Ab (determinants)
Lipopeptide	O2.UC57-2	2.38608884844e-09	Ab (determinants)
Fluoroquinolone	O2.UC57-2	4.28812856794e-09	Ab (determinants)
Oxazolidinone	O2.UC57-2	0	Ab (determinants)
Acridine dye	O2.UC57-2	0	Ab (determinants)
Macrolide	O2.UC57-2	7.51053665089e-08	Ab (determinants)
Phenicol	O2.UC57-2	6.73479608158e-08	Ab (determinants)
Elfamycin	O2.UC57-2	0	Ab (determinants)
Beta-lactam	O2.UC57-2	4.84407918156e-08	Ab (determinants)
Peptide	O2.UC57-2	5.49718121749e-10	Ab (determinants)
Coumarin	O2.UC57-2	2.29485075486e-08	Ab (mutations)
Rifampin	O2.UC57-2	2.5488051451e-09	Ab (mutations)
Sulfonamides	O2.UC57-2	2.65311151585e-09	Ab (mutations)
Fluoroquinolones	O2.UC57-2	2.40060642328e-08	Ab (mutations)
Aminoglycoside	O2.UC47-2	1.9946883232e-08	Ab (determinants)
Tetracycline derivative	O2.UC47-2	1.56360980971e-07	Ab (determinants)
Nucleoside	O2.UC47-2	5.84374864703e-09	Ab (determinants)
Pleuromutilin	O2.UC47-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC47-2	1.58772312318e-08	Ab (determinants)
Glycopeptide	O2.UC47-2	5.18451433324e-10	Ab (determinants)
Lincosamide	O2.UC47-2	5.54394880802e-08	Ab (determinants)
Streptogramin	O2.UC47-2	3.46156617653e-08	Ab (determinants)
Sulfonamide	O2.UC47-2	0	Ab (determinants)
Aminonucleoside	O2.UC47-2	0	Ab (determinants)
Aminocoumarin	O2.UC47-2	2.82406998602e-09	Ab (determinants)
Mixture	O2.UC47-2	5.01363498546e-09	Ab (determinants)
Miscellaneous	O2.UC47-2	0	Ab (determinants)
Rifamycin	O2.UC47-2	1.09865969101e-09	Ab (determinants)
Lipopeptide	O2.UC47-2	4.58174868063e-09	Ab (determinants)
Fluoroquinolone	O2.UC47-2	7.2039464249e-09	Ab (determinants)
Oxazolidinone	O2.UC47-2	0	Ab (determinants)
Acridine dye	O2.UC47-2	1.28383724219e-11	Ab (determinants)
Macrolide	O2.UC47-2	3.84597631207e-08	Ab (determinants)
Phenicol	O2.UC47-2	3.45445332439e-08	Ab (determinants)
Elfamycin	O2.UC47-2	0	Ab (determinants)
Beta-lactam	O2.UC47-2	2.42487850295e-08	Ab (determinants)
Peptide	O2.UC47-2	9.53752235568e-10	Ab (determinants)
Coumarin	O2.UC47-2	1.91741662383e-09	Ab (mutations)
Rifampin	O2.UC47-2	3.17227889801e-09	Ab (mutations)
Sulfonamides	O2.UC47-2	4.88073498604e-09	Ab (mutations)
Fluoroquinolones	O2.UC47-2	3.09191559717e-08	Ab (mutations)
Aminoglycoside	V1.CD38-0	1.47580753009e-08	Ab (determinants)
Tetracycline derivative	V1.CD38-0	1.73107794198e-07	Ab (determinants)
Nucleoside	V1.CD38-0	6.32651799003e-10	Ab (determinants)
Pleuromutilin	V1.CD38-0	0	Ab (determinants)
Diaminopyrimidine	V1.CD38-0	1.69305784662e-09	Ab (determinants)
Glycopeptide	V1.CD38-0	2.9369997966e-10	Ab (determinants)
Lincosamide	V1.CD38-0	6.96368255741e-08	Ab (determinants)
Streptogramin	V1.CD38-0	9.8488468961e-08	Ab (determinants)
Sulfonamide	V1.CD38-0	5.91397211776e-09	Ab (determinants)
Aminonucleoside	V1.CD38-0	0	Ab (determinants)
Aminocoumarin	V1.CD38-0	1.33488822141e-11	Ab (determinants)
Mixture	V1.CD38-0	3.62372229153e-10	Ab (determinants)
Miscellaneous	V1.CD38-0	0	Ab (determinants)
Rifamycin	V1.CD38-0	4.37309502742e-12	Ab (determinants)
Lipopeptide	V1.CD38-0	8.95468615768e-11	Ab (determinants)
Fluoroquinolone	V1.CD38-0	2.06918004401e-10	Ab (determinants)
Oxazolidinone	V1.CD38-0	0	Ab (determinants)
Acridine dye	V1.CD38-0	0	Ab (determinants)
Macrolide	V1.CD38-0	1.77836873541e-07	Ab (determinants)
Phenicol	V1.CD38-0	3.84518292605e-08	Ab (determinants)
Elfamycin	V1.CD38-0	0	Ab (determinants)
Beta-lactam	V1.CD38-0	9.43425723976e-08	Ab (determinants)
Peptide	V1.CD38-0	3.34544426399e-11	Ab (determinants)
Coumarin	V1.CD38-0	2.64179168929e-09	Ab (mutations)
Rifampin	V1.CD38-0	3.92845767103e-09	Ab (mutations)
Sulfonamides	V1.CD38-0	1.12775930099e-09	Ab (mutations)
Fluoroquinolones	V1.CD38-0	3.64010642652e-08	Ab (mutations)
Metals	MH0083	2.29897234662e-07	Metals
Biocides	MH0083	8.51548960593e-08	Biocides
Metals	MH0105	3.19769174058e-07	Metals
Biocides	MH0105	8.82439247125e-08	Biocides
Metals	V1.UC43-0	2.34540583414e-06	Metals
Biocides	V1.UC43-0	5.98989441986e-07	Biocides
Aminoglycoside	MH0064	4.78763857147e-09	Ab (determinants)
Tetracycline derivative	MH0064	6.46874362402e-08	Ab (determinants)
Nucleoside	MH0064	2.50407437826e-09	Ab (determinants)
Pleuromutilin	MH0064	0	Ab (determinants)
Diaminopyrimidine	MH0064	7.22610907402e-10	Ab (determinants)
Glycopeptide	MH0064	1.12736167854e-09	Ab (determinants)
Lincosamide	MH0064	1.51918255566e-08	Ab (determinants)
Streptogramin	MH0064	1.53715175597e-08	Ab (determinants)
Sulfonamide	MH0064	0	Ab (determinants)
Aminonucleoside	MH0064	0	Ab (determinants)
Aminocoumarin	MH0064	5.76668384993e-11	Ab (determinants)
Mixture	MH0064	5.42456380126e-11	Ab (determinants)
Miscellaneous	MH0064	0	Ab (determinants)
Rifamycin	MH0064	0	Ab (determinants)
Lipopeptide	MH0064	5.42456380126e-11	Ab (determinants)
Fluoroquinolone	MH0064	6.08273337282e-11	Ab (determinants)
Oxazolidinone	MH0064	0	Ab (determinants)
Acridine dye	MH0064	1.03629220148e-11	Ab (determinants)
Macrolide	MH0064	1.59278553206e-08	Ab (determinants)
Phenicol	MH0064	3.69152212451e-10	Ab (determinants)
Elfamycin	MH0064	0	Ab (determinants)
Beta-lactam	MH0064	1.22522323901e-07	Ab (determinants)
Peptide	MH0064	0	Ab (determinants)
Coumarin	MH0064	1.90952338183e-09	Ab (mutations)
Rifampin	MH0064	6.69812102786e-09	Ab (mutations)
Sulfonamides	MH0064	7.31469871539e-09	Ab (mutations)
Fluoroquinolones	MH0064	3.93968266648e-08	Ab (mutations)
Aminoglycoside	O2.UC38-2	7.09539699261e-09	Ab (determinants)
Tetracycline derivative	O2.UC38-2	8.12462881927e-08	Ab (determinants)
Nucleoside	O2.UC38-2	1.56605728583e-09	Ab (determinants)
Pleuromutilin	O2.UC38-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC38-2	1.51277955064e-08	Ab (determinants)
Glycopeptide	O2.UC38-2	7.48881065403e-10	Ab (determinants)
Lincosamide	O2.UC38-2	1.96284736144e-08	Ab (determinants)
Streptogramin	O2.UC38-2	1.54512858943e-08	Ab (determinants)
Sulfonamide	O2.UC38-2	3.01839800667e-10	Ab (determinants)
Aminonucleoside	O2.UC38-2	0	Ab (determinants)
Aminocoumarin	O2.UC38-2	1.50929298146e-09	Ab (determinants)
Mixture	O2.UC38-2	5.24902003351e-10	Ab (determinants)
Miscellaneous	O2.UC38-2	6.54283873907e-09	Ab (determinants)
Rifamycin	O2.UC38-2	4.33911234638e-09	Ab (determinants)
Lipopeptide	O2.UC38-2	6.30749459531e-10	Ab (determinants)
Fluoroquinolone	O2.UC38-2	7.89564498368e-09	Ab (determinants)
Oxazolidinone	O2.UC38-2	0	Ab (determinants)
Acridine dye	O2.UC38-2	2.55472853083e-11	Ab (determinants)
Macrolide	O2.UC38-2	1.72972602535e-08	Ab (determinants)
Phenicol	O2.UC38-2	1.19769521867e-08	Ab (determinants)
